index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName
375,8.1,9029,1645,Beer_375,Style_5,4.6,4.4,4.7,2.8,1.8,Sample review text 375,{},1489673738,1688722971,1995-01-13,1089582539,Male,User_375
376,9.7,8146,2612,Beer_376,Style_6,2.9,1.4,4.2,1.8,2.7,Sample review text 376,{},1282400919,1460878834,1992-05-15,971561429,Female,User_376
377,9.0,1289,624,Beer_377,Style_7,4.4,4.4,1.6,1.3,3.4,Sample review text 377,{},1263723967,1616305736,1995-05-11,890617442,Female,User_377
378,5.5,1379,811,Beer_378,Style_8,2.3,2.9,4.1,3.9,3.4,Sample review text 378,{},1272382162,1008088841,1994-01-18,947523902,Other,User_378
379,5.3,7886,1274,Beer_379,Style_9,2.4,4.3,4.7,4.6,2.2,Sample review text 379,{},1539224012,1705180405,1998-03-14,1074281399,Other,User_379
380,7.2,2958,1973,Beer_380,Style_0,4.6,2.3,1.3,4.7,4.7,Sample review text 380,{},1639911732,1130411139,1992-07-10,823803855,Female,User_380
381,9.6,9257,2331,Beer_381,Style_1,2.7,2.4,4.3,3.5,4.7,Sample review text 381,{},1153041234,1833513477,1994-06-16,950734231,Female,User_381
382,3.8,3183,1193,Beer_382,Style_2,4.2,4.0,3.2,1.2,2.6,Sample review text 382,{},1061557710,1692163047,1992-07-13,857478242,Female,User_382
383,11.5,4774,1682,Beer_383,Style_3,1.9,4.1,3.7,4.0,2.7,Sample review text 383,{},1338505366,1313502799,1995-05-13,714281833,Male,User_383
384,7.9,4919,1876,Beer_384,Style_4,4.8,1.9,3.0,1.4,3.8,Sample review text 384,{},1696105796,1159114055,1995-05-12,1060895708,Other,User_384
385,5.8,7202,2343,Beer_385,Style_5,3.3,4.9,3.8,3.7,3.7,Sample review text 385,{},1589208149,1365411248,1992-05-14,1086017748,Female,User_385
386,9.2,1777,1489,Beer_386,Style_6,4.0,1.3,1.1,4.1,2.5,Sample review text 386,{},1690325673,1614063804,1998-07-13,1060985081,,User_386
387,3.4,3566,2252,Beer_387,Style_7,1.4,1.3,4.1,3.9,2.7,Sample review text 387,{},1457258016,1439403645,1994-04-18,688816856,Female,User_387
388,7.4,8404,2953,Beer_388,Style_8,3.0,3.4,1.1,4.8,2.4,Sample review text 388,{},1046845184,1787986770,1993-05-12,847013222,,User_388
389,7.4,1078,2216,Beer_389,Style_9,4.6,3.9,2.8,4.0,1.9,Sample review text 389,{},1562044029,1434946737,1996-07-17,945726878,Male,User_389
390,4.5,2581,2126,Beer_390,Style_0,4.5,4.8,1.6,3.8,2.8,Sample review text 390,{},1024710078,1546374928,1993-04-18,925635598,,User_390
391,10.5,8967,1389,Beer_391,Style_1,1.2,2.6,4.3,2.0,3.7,Sample review text 391,{},1204532848,1411332208,1996-03-18,1088048366,Other,User_391
392,10.2,8839,1878,Beer_392,Style_2,2.2,1.1,2.3,4.7,4.0,Sample review text 392,{},1020945710,1603640645,1994-04-10,824560809,Male,User_392
393,4.4,3162,988,Beer_393,Style_3,2.8,3.4,2.8,1.7,4.1,Sample review text 393,{},1701643115,1388523518,1998-06-11,820050530,Male,User_393
394,6.3,2485,2786,Beer_394,Style_4,1.7,2.2,2.7,4.6,2.5,Sample review text 394,{},1457338642,1299106178,1996-03-15,958986469,Female,User_394
395,3.9,6745,679,Beer_395,Style_5,3.9,2.7,4.1,2.3,4.1,Sample review text 395,{},1694329170,1086490900,1997-08-12,1094036089,Male,User_395
396,10.6,3620,1942,Beer_396,Style_6,1.7,3.0,2.9,1.5,1.0,Sample review text 396,{},1602710740,606573703,1994-06-15,907595185,Male,User_396
397,5.9,1964,2207,Beer_397,Style_7,2.4,1.3,4.2,4.3,2.9,Sample review text 397,{},1269600064,1824059355,1990-02-16,871520341,,User_397
398,7.0,3673,2864,Beer_398,Style_8,3.7,2.9,1.3,1.0,4.2,Sample review text 398,{},1039745305,979366330,1993-02-16,995276027,Female,User_398
399,5.9,6293,1767,Beer_399,Style_9,2.9,2.7,1.8,4.3,3.5,Sample review text 399,{},1629702793,1792009373,1996-03-14,738486020,Other,User_399
400,5.8,8259,731,Beer_400,Style_0,4.0,3.9,3.2,2.0,2.9,Sample review text 400,{},1629323596,961863455,1997-08-14,938031407,Female,User_400
401,9.7,2718,2312,Beer_401,Style_1,4.8,3.6,4.8,4.5,3.6,Sample review text 401,{},1534262853,610116042,1994-07-15,913556620,Other,User_401
402,9.7,2228,2112,Beer_402,Style_2,1.5,1.7,1.3,3.8,4.6,Sample review text 402,{},1652162629,1758821907,1993-02-17,864971423,,User_402
403,7.7,4778,1826,Beer_403,Style_3,3.8,1.8,1.2,3.7,3.3,Sample review text 403,{},1155479522,1877563889,1992-02-16,855778370,Male,User_403
404,8.9,2840,830,Beer_404,Style_4,1.9,2.0,1.6,2.5,4.2,Sample review text 404,{},1200832719,642441368,1995-08-15,871322749,Male,User_404
405,7.6,1497,1060,Beer_405,Style_5,2.7,1.7,3.6,1.2,4.9,Sample review text 405,{},1279101416,1363122092,1996-02-11,909898102,Female,User_405
406,3.3,1536,747,Beer_406,Style_6,1.1,3.6,2.6,4.3,3.8,Sample review text 406,{},1163662535,888626568,1995-01-12,798300122,Female,User_406
407,3.6,4305,782,Beer_407,Style_7,1.5,5.0,4.3,1.7,3.3,Sample review text 407,{},1711950394,1077624422,1997-07-14,885426461,Female,User_407
408,6.5,8124,1810,Beer_408,Style_8,2.3,3.6,1.3,2.5,1.1,Sample review text 408,{},1671220100,744488252,1995-08-15,819274117,Male,User_408
409,9.7,2971,1439,Beer_409,Style_9,2.4,3.4,1.8,3.4,2.5,Sample review text 409,{},1219754324,581366439,1992-03-14,683989144,Male,User_409
410,11.2,8587,2579,Beer_410,Style_0,4.6,2.6,2.2,2.9,3.3,Sample review text 410,{},1550653278,1274667879,1990-02-12,885071643,,User_410
411,3.3,4527,2023,Beer_411,Style_1,4.0,2.3,3.5,1.8,4.2,Sample review text 411,{},1644985170,1816032316,1993-05-18,793879869,Other,User_411
412,6.3,1299,1029,Beer_412,Style_2,4.9,4.6,3.7,1.6,2.8,Sample review text 412,{},1229905140,752435650,1990-03-12,789741589,Female,User_412
413,5.0,3386,880,Beer_413,Style_3,3.4,4.9,1.5,1.5,4.8,Sample review text 413,{},1334897587,1878445567,1995-05-12,1034568387,Male,User_413
414,10.3,4963,562,Beer_414,Style_4,2.0,3.0,4.8,4.5,2.1,Sample review text 414,{},1113930616,817351375,1993-03-16,749234958,Other,User_414
415,10.6,5687,627,Beer_415,Style_5,2.3,2.2,2.4,1.1,4.0,Sample review text 415,{},1062228414,1841286475,1992-01-17,657793689,Female,User_415
416,4.9,5171,2051,Beer_416,Style_6,2.3,4.1,3.9,4.9,2.7,Sample review text 416,{},1176908678,1203726211,1991-05-13,952618558,Female,User_416
417,9.4,4859,2710,Beer_417,Style_7,2.3,1.5,3.1,1.8,2.9,Sample review text 417,{},1003258848,1269987734,1994-03-10,895256721,Other,User_417
418,9.6,4695,794,Beer_418,Style_8,3.7,4.1,1.9,1.4,4.2,Sample review text 418,{},1348728116,1374397338,1997-01-17,737570760,Other,User_418
419,4.6,8242,678,Beer_419,Style_9,3.1,4.3,4.4,3.3,2.2,Sample review text 419,{},1024883313,973645926,1993-04-11,756568382,Other,User_419
420,6.9,7131,728,Beer_420,Style_0,2.5,1.5,4.3,1.3,1.4,Sample review text 420,{},1600174313,1043025828,1993-06-18,813958333,Male,User_420
421,8.6,4617,1382,Beer_421,Style_1,1.6,4.9,2.6,3.4,3.1,Sample review text 421,{},1655811333,1226746276,1998-05-14,1037119347,,User_421
422,3.2,3700,893,Beer_422,Style_2,1.1,4.9,3.4,4.4,3.1,Sample review text 422,{},1336324486,987023004,1992-06-15,927633347,Female,User_422
423,6.6,2005,571,Beer_423,Style_3,1.9,4.7,2.0,1.2,4.2,Sample review text 423,{},1327133355,1183871485,1996-04-18,917528751,Female,User_423
424,4.4,2701,817,Beer_424,Style_4,1.4,3.0,3.8,4.2,4.9,Sample review text 424,{},1636261685,705492892,1996-03-16,701549361,Other,User_424
425,7.9,4302,1094,Beer_425,Style_5,4.1,2.0,2.2,2.6,1.2,Sample review text 425,{},1712322942,601161136,1990-02-13,1098439102,Male,User_425
426,10.6,9995,878,Beer_426,Style_6,1.4,3.3,4.4,1.6,3.4,Sample review text 426,{},1358730450,842769329,1996-07-18,1003897668,Other,User_426
427,7.7,4366,1406,Beer_427,Style_7,3.9,2.7,1.9,1.7,3.7,Sample review text 427,{},1619647256,1252443675,1994-07-17,924529516,Male,User_427
428,3.3,4162,635,Beer_428,Style_8,2.5,1.8,1.1,4.7,4.9,Sample review text 428,{},1139580222,639707721,1996-05-12,692327429,,User_428
429,3.3,9306,1901,Beer_429,Style_9,1.3,2.7,2.1,1.4,4.8,Sample review text 429,{},1289885379,1382637956,1992-05-15,746031929,Female,User_429
430,8.4,3137,1642,Beer_430,Style_0,4.3,3.7,1.8,4.5,3.8,Sample review text 430,{},1461825138,1810994556,1993-03-13,930719093,Female,User_430
431,6.0,5852,1405,Beer_431,Style_1,3.3,1.3,3.0,3.2,3.1,Sample review text 431,{},1065625484,970770487,1992-05-15,928629426,Male,User_431
432,8.2,1030,1029,Beer_432,Style_2,1.9,2.3,1.8,1.2,1.6,Sample review text 432,{},1101594778,1836480063,1996-04-12,960163979,,User_432
433,4.5,6948,1022,Beer_433,Style_3,4.6,1.1,4.1,2.9,2.5,Sample review text 433,{},1618451528,1635315582,1992-03-12,999672926,,User_433
434,10.0,2805,886,Beer_434,Style_4,1.2,4.0,2.0,4.3,3.3,Sample review text 434,{},1393532756,1214471256,1998-03-12,719829294,Female,User_434
435,10.7,7413,1072,Beer_435,Style_5,1.8,3.6,3.8,3.9,3.9,Sample review text 435,{},1318351981,720678880,1992-08-13,834970109,Female,User_435
436,11.0,4569,1143,Beer_436,Style_6,4.0,1.3,3.3,3.0,3.5,Sample review text 436,{},1089988893,1087194848,1996-03-17,976680584,Other,User_436
437,5.7,6310,1792,Beer_437,Style_7,3.8,4.9,4.9,4.4,3.9,Sample review text 437,{},1218114056,993640664,1992-05-10,725671302,Male,User_437
438,8.9,1456,1046,Beer_438,Style_8,2.2,1.1,5.0,1.5,2.7,Sample review text 438,{},1469851217,805071926,1994-06-16,1031873308,Female,User_438
439,5.5,1448,2009,Beer_439,Style_9,1.2,3.4,4.5,4.6,3.9,Sample review text 439,{},1303657791,1626815989,1991-02-18,1063688781,,User_439
440,9.9,1067,2985,Beer_440,Style_0,4.4,4.1,4.0,4.4,1.6,Sample review text 440,{},1489692453,699048840,1990-02-11,784673330,,User_440
441,4.1,5089,2086,Beer_441,Style_1,2.3,4.2,2.5,3.8,1.7,Sample review text 441,{},1682118558,1595918554,1996-06-18,680266579,Female,User_441
442,9.9,2862,1054,Beer_442,Style_2,1.8,1.1,4.0,4.3,1.7,Sample review text 442,{},1243807330,863612888,1996-03-12,1094974319,,User_442
443,7.0,2802,2263,Beer_443,Style_3,3.1,4.6,4.8,3.2,4.6,Sample review text 443,{},1136334013,1774665667,1990-08-10,887873590,Male,User_443
444,10.7,8554,2658,Beer_444,Style_4,4.6,4.7,1.1,3.7,1.3,Sample review text 444,{},1291331689,1142908872,1991-03-16,681111903,,User_444
445,9.7,9319,2724,Beer_445,Style_5,1.2,3.2,3.2,3.2,4.2,Sample review text 445,{},1070015807,1799678414,1990-04-13,783979322,,User_445
446,6.4,6895,2074,Beer_446,Style_6,4.1,2.9,1.9,2.4,1.9,Sample review text 446,{},1473624521,1013328015,1998-08-17,750966071,Female,User_446
447,11.1,6515,1123,Beer_447,Style_7,3.3,1.2,3.2,3.3,2.9,Sample review text 447,{},1083389192,1245377804,1992-05-13,784566549,Male,User_447
448,5.6,4738,2488,Beer_448,Style_8,2.7,3.2,2.9,2.0,4.7,Sample review text 448,{},1362841469,1334909261,1997-03-16,751528547,Male,User_448
449,11.7,1367,1443,Beer_449,Style_9,4.0,2.6,3.3,2.8,3.3,Sample review text 449,{},1139454302,968830933,1996-02-16,1004253291,Other,User_449
450,9.9,7201,972,Beer_450,Style_0,4.9,4.1,3.2,2.1,1.8,Sample review text 450,{},1319826859,1579646024,1990-05-16,681561617,Male,User_450
451,11.9,3640,2086,Beer_451,Style_1,1.9,2.6,4.8,1.5,2.1,Sample review text 451,{},1228429303,1014860478,1993-04-12,1055161273,Other,User_451
452,3.5,5907,1493,Beer_452,Style_2,1.6,3.7,3.2,2.3,4.7,Sample review text 452,{},1644909735,751845238,1994-02-17,1098435239,Female,User_452
453,5.5,1058,1621,Beer_453,Style_3,4.7,1.4,4.4,4.4,2.7,Sample review text 453,{},1376707415,1386227124,1998-05-12,948672112,,User_453
454,9.7,5256,1934,Beer_454,Style_4,3.7,1.5,2.3,2.5,3.3,Sample review text 454,{},1224073875,1406339651,1996-01-12,1025421528,Male,User_454
455,11.3,9294,669,Beer_455,Style_5,2.8,1.6,2.8,4.0,2.8,Sample review text 455,{},1551842523,1272640073,1998-02-18,859016862,Other,User_455
456,3.3,5941,1513,Beer_456,Style_6,3.3,1.2,2.9,1.7,2.5,Sample review text 456,{},1283838917,1264806498,1990-04-15,966553911,Male,User_456
457,3.0,5507,555,Beer_457,Style_7,4.0,3.2,2.1,2.7,1.9,Sample review text 457,{},1442614697,989944948,1996-07-12,845364258,Female,User_457
458,5.3,1785,2256,Beer_458,Style_8,4.1,4.2,2.5,1.5,3.7,Sample review text 458,{},1488240628,1451173256,1998-04-14,1004150169,Other,User_458
459,10.7,3446,2872,Beer_459,Style_9,4.7,3.4,3.4,1.6,3.9,Sample review text 459,{},1262215352,1588941488,1997-07-12,664792899,Other,User_459
460,9.9,9628,1157,Beer_460,Style_0,2.7,3.3,3.3,3.5,2.1,Sample review text 460,{},1204898152,1110112401,1997-06-10,675325417,Other,User_460
461,6.1,3365,1456,Beer_461,Style_1,2.2,3.7,3.5,3.4,4.2,Sample review text 461,{},1662029491,983112841,1997-06-17,759697007,Female,User_461
462,3.0,5701,759,Beer_462,Style_2,3.6,2.4,2.4,1.9,4.4,Sample review text 462,{},1473106274,1862154866,1995-05-18,743750867,Other,User_462
463,8.0,8417,1140,Beer_463,Style_3,2.7,2.4,2.3,2.9,4.7,Sample review text 463,{},1296334853,738679630,1995-07-10,713943841,,User_463
464,5.1,6566,2887,Beer_464,Style_4,3.4,2.3,3.4,4.5,1.6,Sample review text 464,{},1100146696,1682087438,1995-01-15,934559435,Female,User_464
465,9.7,9688,903,Beer_465,Style_5,2.7,3.8,1.5,1.7,2.2,Sample review text 465,{},1497195580,1241329290,1992-06-15,946870543,,User_465
466,7.0,7383,1294,Beer_466,Style_6,1.6,1.6,2.0,1.1,4.4,Sample review text 466,{},1095346786,1404280943,1990-05-18,685544698,,User_466
467,9.1,2489,2061,Beer_467,Style_7,2.9,1.1,1.2,3.6,1.8,Sample review text 467,{},1148523155,861262697,1997-07-11,649802153,Female,User_467
468,10.7,3334,1683,Beer_468,Style_8,3.8,3.4,1.3,1.2,1.0,Sample review text 468,{},1729952982,913091630,1991-05-11,757915652,Male,User_468
469,7.8,8690,1213,Beer_469,Style_9,4.2,4.8,2.0,4.9,4.5,Sample review text 469,{},1602979643,817871221,1990-02-14,821241020,,User_469
470,6.0,4389,2891,Beer_470,Style_0,3.0,3.4,1.1,3.4,2.3,Sample review text 470,{},1576889833,1486302692,1996-05-10,994720683,Female,User_470
471,9.9,1202,1896,Beer_471,Style_1,1.7,4.1,2.0,2.9,2.7,Sample review text 471,{},1479124661,1012299667,1996-06-16,730885538,,User_471
472,5.4,1230,2457,Beer_472,Style_2,2.7,3.7,3.6,2.7,2.8,Sample review text 472,{},1438494754,697103969,1991-05-17,954239211,Other,User_472
473,11.0,8047,2593,Beer_473,Style_3,4.1,3.0,1.2,3.3,4.4,Sample review text 473,{},1482726190,1356392341,1996-06-15,749034202,,User_473
474,3.6,3962,2252,Beer_474,Style_4,2.7,3.9,2.7,1.4,2.4,Sample review text 474,{},1091786797,1815376431,1990-08-10,1090438911,,User_474
475,10.5,3327,1403,Beer_475,Style_5,3.8,4.3,4.7,4.7,4.6,Sample review text 475,{},1583343702,1033733969,1996-03-15,1097853824,,User_475
476,3.8,3784,2602,Beer_476,Style_6,3.0,1.9,4.2,3.5,3.5,Sample review text 476,{},1382146563,1883657999,1994-03-15,902736993,Other,User_476
477,3.5,1803,1601,Beer_477,Style_7,2.0,2.3,2.2,1.7,3.1,Sample review text 477,{},1107198570,1313923008,1992-08-16,774930602,,User_477
478,6.3,6766,2194,Beer_478,Style_8,4.2,1.9,4.7,3.3,2.3,Sample review text 478,{},1388151370,1748871634,1998-05-10,975053471,Female,User_478
479,11.6,4723,1355,Beer_479,Style_9,1.3,2.8,2.3,1.5,2.0,Sample review text 479,{},1347546238,1038652233,1997-02-15,804784235,,User_479
480,11.9,7396,1795,Beer_480,Style_0,3.1,4.5,1.3,1.1,3.5,Sample review text 480,{},1658483894,1218989076,1990-06-13,866739430,Female,User_480
481,4.8,1175,1159,Beer_481,Style_1,1.8,2.4,5.0,3.5,2.8,Sample review text 481,{},1585507958,636105532,1994-07-16,748702014,,User_481
482,4.3,6691,610,Beer_482,Style_2,1.3,2.5,4.5,3.6,4.6,Sample review text 482,{},1268329511,1574394572,1995-01-18,1104384416,,User_482
483,6.2,4532,1538,Beer_483,Style_3,3.0,4.4,2.9,3.3,3.0,Sample review text 483,{},1344100043,819749558,1995-06-18,647116254,,User_483
484,6.0,5349,2625,Beer_484,Style_4,3.0,3.1,3.7,1.7,3.0,Sample review text 484,{},1639960016,1194408215,1994-03-15,776542587,Male,User_484
485,9.8,2543,1000,Beer_485,Style_5,3.8,3.1,3.7,3.4,2.7,Sample review text 485,{},1305770591,955231510,1995-07-18,755854924,Male,User_485
486,7.0,6456,917,Beer_486,Style_6,4.0,4.4,1.8,1.2,4.2,Sample review text 486,{},1118615318,1121900630,1994-05-13,985775084,Other,User_486
487,10.0,4413,2363,Beer_487,Style_7,3.9,3.0,1.8,3.4,2.7,Sample review text 487,{},1271035534,1789499530,1993-08-17,1096595649,Female,User_487
488,9.7,8085,774,Beer_488,Style_8,2.6,3.7,2.9,3.2,2.1,Sample review text 488,{},1630979698,1696210945,1991-02-17,810169993,Other,User_488
489,8.2,5179,1720,Beer_489,Style_9,3.5,1.3,4.6,3.6,4.4,Sample review text 489,{},1375074267,1293312965,1991-07-10,1029776790,Female,User_489
490,10.5,5807,2254,Beer_490,Style_0,3.3,1.7,1.0,4.6,3.4,Sample review text 490,{},1067103603,1367463732,1998-03-17,813541344,Other,User_490
491,4.8,8386,2268,Beer_491,Style_1,2.7,2.6,4.1,4.4,3.4,Sample review text 491,{},1094237863,1869223880,1995-04-11,783855014,Other,User_491
492,4.5,2940,1633,Beer_492,Style_2,3.4,3.0,1.2,4.9,3.4,Sample review text 492,{},1080362740,727027851,1997-03-13,750874156,,User_492
493,9.8,1656,2741,Beer_493,Style_3,4.8,4.9,2.9,4.9,3.9,Sample review text 493,{},1702560532,1032071289,1994-05-13,910364791,,User_493
494,5.2,3503,2042,Beer_494,Style_4,1.8,4.9,3.6,4.1,2.3,Sample review text 494,{},1238590210,1218549370,1997-01-10,1065514234,,User_494
495,3.0,1658,2467,Beer_495,Style_5,4.6,4.4,3.7,4.8,1.1,Sample review text 495,{},1381857837,769120675,1991-08-13,1022470940,,User_495
496,11.2,8038,1298,Beer_496,Style_6,1.2,2.3,1.2,4.5,4.2,Sample review text 496,{},1194576729,1700010262,1990-03-15,921132829,,User_496
497,8.6,9102,2463,Beer_497,Style_7,2.2,4.9,2.7,3.9,1.5,Sample review text 497,{},1636130126,1143374490,1994-05-16,847608865,Other,User_497
498,7.0,7025,2848,Beer_498,Style_8,2.2,3.8,3.3,1.3,3.9,Sample review text 498,{},1369576830,891775831,1995-06-12,908427315,Female,User_498
499,9.5,7498,2696,Beer_499,Style_9,3.5,2.6,1.3,1.2,1.3,Sample review text 499,{},1267246828,1288817250,1994-03-18,1083590630,Male,User_499
500,6.0,7348,1268,Beer_500,Style_0,1.5,3.8,1.5,4.4,2.5,Sample review text 500,{},1049423507,1115550746,1991-06-18,736319056,Male,User_500
